Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Total_Spending,Total_Purchases,Avg_Spending_Per_Purchase,Income_Per_Capita,Customer_Days,Income_Category,Spending_Category
618,1977,PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,47,1,797,22,36.23,34694.5,4112,High,Medium Spender
380,1954,Graduation,Divorced,64497.0,0,1,2012-10-09,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,70,1,1804,29,62.21,32248.5,4101,High,High Spender
1092,1980,Graduation,Married,61014.0,0,1,2012-11-08,17,269,129,495,182,43,29,4,9,3,4,7,0,0,44,1,1147,20,57.35,30507.0,4071,High,High Spender
8962,1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,49,2,37,7,5.29,14773.0,3546,Medium,Low Spender
8207,1957,2n Cycle,Married,53233.0,0,1,2014-03-18,18,28,0,9,3,0,0,1,1,0,3,4,0,0,67,1,40,5,8.0,26616.5,3576,Medium,Low Spender
6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,70,0,1101,20,55.05,77972.0,3576,High,High Spender
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,37,0,778,27,28.81,81361.0,3597,High,Medium Spender
4608,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,1,0,37,0,778,27,28.81,81361.0,3597,High,Medium Spender
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,40,1,21,5,4.2,12853.5,3635,Low,Low Spender
1064,1971,PhD,Married,42403.0,1,0,2013-11-12,18,22,1,11,0,5,3,1,1,0,3,8,0,0,53,1,42,5,8.4,21201.5,3702,Medium,Low Spender
7000,1972,2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,52,0,817,23,35.52,65704.0,3732,High,Medium Spender
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,1,0,44,1,17,4,4.25,18703.0,3735,Medium,Low Spender
7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,73,0,485,17,28.53,39767.0,3816,Medium,Medium Spender
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,45,1,367,14,26.21,27105.0,3878,Medium,Medium Spender
6409,1967,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,1,0,57,0,1179,20,58.95,57136.0,3880,Medium,High Spender
9507,1975,Graduation,Married,40794.0,0,1,2013-07-04,18,261,23,73,4,23,50,2,6,3,5,7,0,0,49,1,434,16,27.12,20397.0,3833,Medium,Medium Spender
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,1,0,59,0,1674,22,76.09,83003.0,3956,High,High Spender
10991,1960,Master,Married,89058.0,0,0,2012-07-12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,64,0,850,14,60.71,89058.0,4190,High,Medium Spender
4712,1991,2n Cycle,Together,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,33,0,82,7,11.71,20193.0,4051,Low,Low Spender
11056,1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,50,0,1188,18,66.0,72099.0,4083,High,High Spender
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,53,2,186,12,15.5,14608.0,4125,Medium,Medium Spender
3076,1975,Graduation,Together,66653.0,1,1,2012-07-09,18,452,18,102,16,18,6,4,4,2,12,3,0,0,49,2,612,22,27.82,22217.67,4193,High,Medium Spender
6355,1978,Graduation,Married,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,46,2,45,9,5.0,14786.33,3485,Medium,Low Spender
7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,63,0,1370,11,124.55,79410.0,3504,High,High Spender
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,47,1,518,17,30.47,27921.0,3510,Medium,Medium Spender
10102,1966,Graduation,Widow,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,58,0,1478,22,67.18,79946.0,3314,High,High Spender
9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,45,1,1274,32,39.81,44097.0,3575,High,High Spender
3711,1944,Master,Married,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,80,0,1902,20,95.1,80184.0,3650,High,High Spender
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,1,0,57,0,1062,16,66.38,76982.0,3607,High,High Spender
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,44,0,664,20,33.2,65295.0,3661,High,Medium Spender
2727,1973,Graduation,Together,57100.0,0,0,2013-04-12,19,181,21,69,39,3,96,1,3,3,6,3,0,0,51,0,409,13,31.46,57100.0,3916,Medium,Medium Spender
8416,1981,Graduation,Married,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,43,1,44,7,6.29,14504.5,3685,Low,Low Spender
3967,1971,PhD,Married,78931.0,0,0,2013-10-25,19,331,197,170,58,152,35,1,2,8,13,1,0,0,53,0,943,24,39.29,78931.0,3720,High,Medium Spender
2139,1975,Master,Married,7500.0,1,0,2013-02-10,19,3,1,10,3,2,12,3,2,0,3,5,0,0,49,1,31,8,3.88,3750.0,3977,Low,Low Spender
2162,1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,48,1,561,18,31.17,28469.5,3757,Medium,Medium Spender
9242,1990,Graduation,Single,64509.0,0,0,2013-08-17,19,836,185,575,24,25,77,1,6,3,9,4,1,0,34,0,1722,19,90.63,64509.0,3789,High,High Spender
10595,1990,Graduation,Married,30093.0,0,0,2013-08-07,19,2,6,28,13,4,16,1,2,0,3,7,0,0,34,0,69,6,11.5,30093.0,3799,Medium,Low Spender
4855,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,1,0,50,1,46,6,7.67,15175.5,3861,Medium,Low Spender
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,50,1,46,6,7.67,15175.5,3861,Medium,Low Spender
4967,1960,PhD,Together,38201.0,0,1,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8,0,0,64,1,268,15,17.87,19100.5,3930,Medium,Medium Spender
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,38,1,637,27,23.59,25690.75,3967,Medium,Medium Spender
9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,44,1,551,21,26.24,21987.0,4037,Medium,Medium Spender
3525,1970,Graduation,Together,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,54,2,17,4,4.25,12733.33,4190,Medium,Low Spender
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,1,0,64,0,1152,17,67.76,87305.0,4117,High,High Spender
4415,1961,Graduation,Married,16860.0,1,1,2012-12-09,19,10,4,4,3,3,14,3,1,1,3,7,0,0,63,2,38,8,4.75,5620.0,4040,Low,Low Spender
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,1,0,52,1,70,9,7.78,13606.5,4141,Low,Low Spender
4692,1976,Graduation,Married,7500.0,1,0,2012-01-08,19,7,0,12,13,7,32,5,4,1,2,9,1,0,48,1,71,12,5.92,3750.0,4376,Low,Low Spender
3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,59,0,6,0,,4861.0,3480,Low,Low Spender
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,53,2,44,9,4.89,12732.0,3545,Medium,Low Spender
7196,1950,PhD,Married,41145.0,1,1,2014-08-02,20,9,0,3,0,0,1,1,0,0,3,3,0,0,74,2,13,4,3.25,13715.0,3439,Medium,Low Spender
1381,1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,1,0,42,1,324,17,19.06,19256.5,3625,Medium,Medium Spender
10951,1968,Graduation,Married,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,0,56,1,306,14,21.86,22844.0,3628,Medium,Medium Spender
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,66,0,1291,20,64.55,77863.0,3687,High,High Spender
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,55,2,30,6,5.0,14056.33,3726,Medium,Low Spender
2942,1964,Graduation,Single,45906.0,0,1,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,0,0,60,1,486,15,32.4,22953.0,3832,Medium,Medium Spender
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,36,1,32,5,6.4,17694.0,3834,Medium,Low Spender
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,1,0,55,0,1757,25,70.28,80952.0,3959,High,High Spender
3697,1954,Graduation,Together,39898.0,0,1,2013-12-02,20,69,8,26,12,7,12,2,3,0,4,7,0,0,70,1,134,9,14.89,19949.0,3682,Medium,Medium Spender
9955,1954,Graduation,Together,39898.0,0,1,2013-12-02,20,69,8,26,12,7,12,2,3,0,4,7,0,0,70,1,134,9,14.89,19949.0,3682,Medium,Medium Spender
5320,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,1,0,51,2,171,12,14.25,14683.67,3989,Medium,Medium Spender
6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,70,0,1270,17,74.71,86718.0,4001,High,High Spender
3690,1986,Master,Married,80141.0,0,0,2013-11-01,20,1184,102,673,52,40,40,1,7,4,10,6,1,0,38,0,2091,22,95.05,80141.0,3713,High,High Spender
2408,1976,Graduation,Married,58597.0,1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,48,2,733,32,22.91,19532.33,4059,Medium,Medium Spender
9260,1945,PhD,Married,70356.0,0,0,2012-05-11,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,79,0,1706,27,63.19,70356.0,4252,High,High Spender
9648,1967,Graduation,Single,46904.0,1,1,2012-03-11,20,153,4,56,0,9,31,4,5,1,4,8,0,0,57,2,253,14,18.07,15634.67,4313,Medium,Medium Spender
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,78,0,317,13,24.38,37760.0,4140,Medium,Medium Spender
8652,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,78,0,317,13,24.38,37760.0,4140,Medium,Medium Spender
4702,1964,Graduation,Single,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,60,0,1895,17,111.47,61839.0,4041,High,High Spender
2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,52,1,20,7,2.86,14895.5,3518,Low,Low Spender
2811,1963,PhD,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,61,2,62,7,8.86,16306.0,3315,Medium,Low Spender
9150,1963,PhD,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,61,2,62,7,8.86,16306.0,3315,Medium,Low Spender
10127,1965,Graduation,Married,58692.0,0,1,2014-06-04,21,301,11,61,4,7,11,1,8,2,4,7,0,0,59,1,395,15,26.33,29346.0,3498,Medium,Medium Spender
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,0,0,48,2,23,4,5.75,13118.67,3575,Medium,Low Spender
2666,1972,Master,Married,76234.0,0,1,2014-06-02,21,519,50,167,130,0,41,1,8,3,11,3,0,0,52,1,907,23,39.43,38117.0,3500,High,Medium Spender
10099,1984,Graduation,Married,55434.0,1,0,2013-05-10,21,238,115,215,169,69,76,3,5,3,13,4,0,0,40,1,882,24,36.75,27717.0,3888,Medium,Medium Spender
10562,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,78,0,1033,24,43.04,66835.0,3747,High,High Spender
7881,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,78,0,1033,24,43.04,66835.0,3747,High,High Spender
6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,73,1,1213,17,71.35,35982.5,3808,High,High Spender
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,1,0,53,0,1461,22,66.41,74538.0,3838,High,High Spender
5209,1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,70,1,638,19,33.58,25001.0,3850,Medium,Medium Spender
10128,1958,Graduation,Together,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,66,1,907,27,33.59,26988.5,3800,Medium,Medium Spender
9284,1958,Graduation,Together,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,66,1,907,27,33.59,26988.5,3800,Medium,Medium Spender
8643,1971,Graduation,Together,69930.0,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,53,0,1662,22,75.55,69930.0,3872,High,High Spender
1685,1967,PhD,Together,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0,57,0,1482,23,64.43,62981.0,3942,High,High Spender
2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,50,2,541,26,20.81,15338.0,3997,Medium,Medium Spender
8369,1987,Graduation,Together,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,37,1,28,4,7.0,9113.5,4160,Low,Low Spender
6233,1976,Graduation,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,48,1,971,27,35.96,32995.5,4193,High,Medium Spender
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,52,1,246,14,17.57,19404.0,4145,Medium,Medium Spender
1501,1982,PhD,Married,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,42,0,1717,44,39.02,160803.0,4285,High,High Spender
10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,0,0,46,1,629,22,28.59,21891.5,3504,Medium,Medium Spender
8341,1969,PhD,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,55,1,34,6,5.67,15198.0,3533,Medium,Low Spender
10766,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,60,1,506,17,29.76,32763.0,3345,High,Medium Spender
9971,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,60,1,506,17,29.76,32763.0,3345,High,Medium Spender
1740,1944,Graduation,Married,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,0,80,0,999,16,62.44,55956.0,3468,Medium,Medium Spender
8737,1978,Graduation,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,46,1,43,6,7.17,27781.5,3529,Medium,Low Spender
6466,1965,PhD,Married,57236.0,1,1,2014-12-03,22,105,0,9,2,1,4,3,2,1,4,3,0,0,59,2,121,10,12.1,19078.67,3316,Medium,Medium Spender
10430,1973,Graduation,Divorced,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,51,2,1472,14,105.14,29898.0,3765,High,High Spender
8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,0,53,1,322,15,21.47,28710.0,3842,Medium,Medium Spender
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,52,2,81,9,9.0,11207.33,3915,Medium,Low Spender
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,38,1,160,12,13.33,14999.5,3974,Low,Medium Spender
4088,1962,PhD,Together,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,62,1,155,10,15.5,15748.5,4220,Medium,Medium Spender
4971,1962,PhD,Together,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,62,1,155,10,15.5,15748.5,4220,Medium,Medium Spender
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,44,1,20,5,4.0,18401.0,3486,Medium,Low Spender
6892,1968,Graduation,Divorced,61671.0,0,1,2014-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,0,56,1,732,28,26.14,30835.5,3588,High,Medium Spender
11004,1893,2n Cycle,Single,60182.0,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,131,1,22,4,5.5,30091.0,3516,High,Low Spender
1818,1971,PhD,Together,29732.0,1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,53,1,38,5,7.6,14866.0,3569,Low,Low Spender
9485,1986,PhD,Married,45921.0,0,0,2014-10-03,23,102,9,49,24,3,12,1,2,1,6,4,0,0,38,0,199,10,19.9,45921.0,3377,Medium,Medium Spender
6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,40,1,22,5,4.4,8264.5,3650,Low,Low Spender
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,0,2008,19,105.68,98777.0,3605,High,High Spender
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,0,2008,19,105.68,98777.0,3605,High,High Spender
7861,1952,Master,Married,77027.0,0,1,2014-05-02,23,820,57,242,45,0,11,2,8,3,6,4,0,0,72,1,1175,19,61.84,38513.5,3531,High,High Spender
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,59,1,227,11,20.64,34569.5,3626,High,Medium Spender
3011,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,59,1,227,11,20.64,34569.5,3626,High,Medium Spender
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,42,0,1189,28,42.46,65169.0,3639,High,High Spender
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,72,1,32,5,6.4,20024.5,3729,Medium,Low Spender
10711,1945,Graduation,Married,69755.0,0,0,2013-02-10,23,217,77,373,111,23,93,1,3,6,12,1,0,0,79,0,894,22,40.64,69755.0,3977,High,Medium Spender
8268,1961,PhD,Married,51381.5,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,63,1,404,17,23.76,25690.75,3707,Medium,Medium Spender
2782,1961,PhD,Married,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,63,1,404,17,23.76,27228.0,3707,Medium,Medium Spender
9432,1977,Graduation,Together,666666.0,1,0,2013-02-06,23,9,14,18,8,1,12,4,3,1,3,6,0,0,47,1,62,11,5.64,333333.0,3981,High,Low Spender
5872,1951,Graduation,Single,60689.0,0,1,2013-01-06,23,240,90,216,63,6,24,4,4,4,10,3,0,0,73,1,639,22,29.05,30344.5,4012,High,Medium Spender
11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,46,1,69,9,7.67,13243.5,3878,Low,Low Spender
2428,1970,Graduation,Married,28164.0,1,0,2013-04-05,23,3,18,26,11,8,12,3,2,0,4,7,0,0,54,1,78,9,8.67,14082.0,3923,Low,Low Spender
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,54,0,81,5,16.2,22585.0,3941,Low,Low Spender
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,53,1,680,21,32.38,32397.5,4001,High,Medium Spender
1162,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,37,0,653,20,32.65,42000.0,3744,Medium,Medium Spender
10643,1987,PhD,Single,42000.0,0,0,2013-10-01,23,124,83,267,85,59,35,2,5,2,11,5,1,0,37,0,653,20,32.65,42000.0,3744,Medium,Medium Spender
11112,1966,Graduation,Together,70713.0,0,1,2012-03-12,23,736,114,279,82,76,190,6,5,6,8,3,0,0,58,1,1477,25,59.08,35356.5,4312,High,High Spender
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,78,0,1315,26,50.58,82800.0,4055,High,High Spender
4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,78,0,1315,26,50.58,82800.0,4055,High,High Spender
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,49,1,45,6,7.5,15400.5,4084,Medium,Low Spender
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,50,1,816,22,37.09,41945.5,3482,High,Medium Spender
6983,1950,Master,Divorced,38054.0,1,1,2014-01-05,24,23,2,17,2,1,0,2,2,0,3,7,0,0,74,2,45,7,6.43,12684.67,3648,Medium,Low Spender
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,55,1,20,5,4.0,7022.5,3627,Low,Low Spender
7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,67,2,46,5,9.2,14718.33,3634,Medium,Low Spender
4286,1970,PhD,Single,57642.0,0,1,2014-09-01,24,580,6,58,8,0,27,3,7,6,6,4,0,0,54,1,679,22,30.86,28821.0,3409,Medium,Medium Spender
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,47,2,31,6,5.17,10451.0,3655,Medium,Low Spender
6215,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,1,0,47,2,31,6,5.17,10451.0,3655,Medium,Low Spender
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,56,1,187,12,15.58,20667.5,3658,Medium,Medium Spender
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,56,1,187,12,15.58,20667.5,3658,Medium,Medium Spender
3153,1957,PhD,Single,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,67,3,17,4,4.25,10184.25,3794,Medium,Low Spender
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,0,0,49,1,78,9,8.67,9894.5,3694,Low,Low Spender
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,75,2,11,4,2.75,11982.0,3748,Medium,Low Spender
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,41,0,426,12,35.5,36262.0,3755,Medium,Medium Spender
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,70,1,285,12,23.75,22275.5,3775,Medium,Medium Spender
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,65,0,777,17,45.71,71367.0,3783,High,Medium Spender
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,65,0,777,17,45.71,71367.0,3783,High,Medium Spender
9483,1959,Graduation,Together,57957.0,0,1,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,1,65,1,637,25,25.48,28978.5,3787,Medium,Medium Spender
1378,1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,52,1,694,23,30.17,25167.0,3813,Medium,Medium Spender
5991,1949,Master,Married,48150.0,0,1,2013-08-06,24,173,2,39,3,2,47,3,5,1,4,7,0,0,75,1,266,13,20.46,24075.0,3800,Medium,Medium Spender
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,55,1,1001,27,37.07,28398.0,3971,Medium,High Spender
1052,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,55,1,1001,27,37.07,28398.0,3971,Medium,High Spender
9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,1,0,61,1,1198,31,38.65,26139.0,3993,Medium,High Spender
7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,61,1,1198,31,38.65,26139.0,3993,Medium,High Spender
9909,1996,2n Cycle,Married,7500.0,0,0,2012-09-11,24,3,18,14,15,22,50,3,3,1,3,9,1,0,28,0,122,10,12.2,7500.0,4129,Low,Medium Spender
5907,1952,Master,Married,33444.0,1,1,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,0,72,2,18,4,4.5,11148.0,4313,Medium,Low Spender
793,1973,Graduation,Married,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,51,1,45,6,7.5,10447.5,4222,Low,Low Spender
8832,1976,Master,Together,37509.0,1,0,2012-12-09,24,37,5,56,12,8,5,2,3,0,4,7,0,0,48,1,123,9,13.67,18754.5,4040,Medium,Medium Spender
